No.,Company Name,Stock Price,Market Cap,Symbol,Industry,Sector
4868,Four Seasons Education (Cayman) Inc.,10.79,21.84M,FEDU,Education & Training Services,Consumer Staples
4869,Garden Stage Limited,16.40,21.82M,GSIW,Capital Markets,Financials
4870,American Strategic Investment Co.,8.16,21.81M,NYC,Real Estate Services,Real Estate
4871,"Marker Therapeutics, Inc.",1.300,21.68M,MRKR,Biotechnology,Healthcare
4872,"Flux Power Holdings, Inc.",1.010,21.55M,FLUX,Electrical Equipment & Parts,Industrials
4873,Longeveron Inc.,0.920,21.41M,LGVN,Biotechnology,Healthcare
4874,Neonode Inc.,1.270,21.31M,NEON,Electronic Components,Technology
4875,Tungray Technologies Inc.,1.300,21.26M,TRSG,Metal Fabrication,Industrials
4876,"Rocky Mountain Chocolate Factory, Inc.",2.270,21.19M,RMCF,Confectioners,Consumer Staples
4877,EUDA Health Holdings Limited,11.37,21.12M,EUDA,Real Estate Services,Real Estate
4878,Cyngn Inc.,1.540,20.96M,CYN,Software - Application,Technology
4879,Euroholdings Ltd.,7.44,20.96M,EHLD,Marine Shipping,Industrials
4880,Milestone Scientific Inc.,0.266,20.92M,MLSS,Medical Instruments & Supplies,Healthcare
4881,Viewbix Inc.,1.960,20.91M,VBIX,Internet Content & Information,Communication Services
4882,Wing Yip Food Holdings Group Limited,0.438,20.83M,WYHG,Packaged Foods,Consumer Staples
4883,Dragonfly Energy Holdings Corp.,1.720,20.78M,DFLI,Electrical Equipment & Parts,Industrials
4884,"Brilliant Earth Group, Inc.",1.285,20.77M,BRLT,Luxury Goods,Consumer Discretionary
4885,"Hang Feng Technology Innovation Co., Ltd.",3.920,20.74M,FOFO,Consulting Services,Industrials
4886,Lakeshore Acquisition III Corp.,10.30,20.65M,LCCC,Shell Companies,Financials
4887,Motorsport Games Inc.,4.060,20.62M,MSGM,Electronic Gaming & Multimedia,Communication Services
4888,17 Education & Technology Group Inc.,2.310,20.53M,YQ,Education & Training Services,Consumer Staples
4889,"Passage Bio, Inc.",6.38,20.47M,PASG,Biotechnology,Healthcare
4890,MOGU Inc.,2.470,20.19M,MOGU,Internet Retail,Consumer Discretionary
4891,"The Brand House Collective, Inc.",0.895,20.10M,TBHC,Home Improvement Retail,Consumer Discretionary
4892,"Retractable Technologies, Inc.",0.670,20.06M,RVP,Medical Instruments & Supplies,Healthcare
4893,"Snail, Inc.",0.528,19.95M,SNAL,Electronic Gaming & Multimedia,Communication Services
4894,ClearSign Technologies Corporation,3.740,19.92M,CLIR,Pollution & Treatment Controls,Industrials
4895,Ryde Group Ltd,0.490,19.88M,RYDE,Software - Application,Technology
4896,Zeo Energy Corp.,0.597,19.78M,ZEO,Solar,Technology
4897,C3is Inc.,0.800,19.76M,CISS,Marine Shipping,Industrials
4898,Dogness (International) Corporation,1.380,19.64M,DOGZ,Leisure,Consumer Discretionary
4899,"NanoViricides, Inc.",0.907,19.58M,NNVC,Biotechnology,Healthcare
4900,VYNE Therapeutics Inc.,0.591,19.54M,VYNE,Biotechnology,Healthcare
4901,Polyrizon Ltd.,12.00,19.30M,PLRZ,Biotechnology,Healthcare
4902,"Skye Bioscience, Inc.",0.577,19.26M,SKYE,Biotechnology,Healthcare
4903,Yimutian Inc.,0.175,19.21M,YMT,Software - Application,Technology
4904,"Xos, Inc.",1.680,19.04M,XOS,Farm & Heavy Construction Machinery,Industrials
4905,"Dolphin Entertainment, Inc.",1.530,19.00M,DLPN,Advertising Agencies,Communication Services
4906,"Smith Micro Software, Inc.",0.733,18.89M,SMSI,Software - Application,Technology
4907,United Maritime Corporation,2.050,18.87M,USEA,Marine Shipping,Industrials
4908,"Ashford Hospitality Trust, Inc.",2.860,18.79M,AHT,REIT - Hotel & Motel,Real Estate
4909,Austin Gold Corp.,1.370,18.76M,AUST,Gold,Materials
4910,Acco Group Holdings Limited,1.340,18.69M,ACCL,Consulting Services,Industrials
4911,"Origin Materials, Inc.",3.660,18.66M,ORGN,Chemicals,Materials
4912,"LiqTech International, Inc.",1.870,18.60M,LIQT,Pollution & Treatment Controls,Industrials
4913,Epsium Enterprise Limited,1.380,18.54M,EPSM,Beverages - Wineries & Distilleries,Consumer Staples
4914,TryHard Holdings Limited,0.370,18.52M,THH,Specialty Business Services,Industrials
4915,Rail Vision Ltd.,8.43,18.48M,RVSN,Railroads,Industrials
4916,Lexaria Bioscience Corp.,0.742,18.47M,LEXX,Biotechnology,Healthcare
4917,"Tandy Leather Factory, Inc.",2.270,18.33M,TLF,Specialty Retail,Consumer Discretionary
4918,ParaZero Technologies Ltd.,0.781,18.30M,PRZO,Aerospace & Defense,Industrials
4919,"Caring Brands, Inc.",1.240,18.27M,CABR,Drug Manufacturers - Specialty & Generic,Healthcare
4920,Linkhome Holdings Inc.,1.120,18.18M,LHAI,Real Estate Services,Real Estate
4921,"Upland Software, Inc.",0.618,18.00M,UPLD,Software - Application,Technology
4922,"bioAffinity Technologies, Inc.",4.000,17.99M,BIAF,Diagnostics & Research,Healthcare
4923,"Trailblazer Holdings, Inc.",7.33,17.96M,TBMC,Shell Companies,Financials
4924,Intrusion Inc.,0.880,17.91M,INTZ,Software - Infrastructure,Technology
4925,Captivision Inc.,0.552,17.87M,CAPT,Building Materials,Materials
4926,Rectitude Holdings Ltd,1.230,17.84M,RECT,Specialty Retail,Consumer Discretionary
4927,"Alpha Modus Holdings, Inc.",0.374,17.74M,AMOD,Software - Application,Technology
4928,"Lead Real Estate Co., Ltd",1.300,17.73M,LRE,Real Estate - Development,Real Estate
4929,Medicus Pharma Ltd.,0.450,17.71M,MDCX,Drug Manufacturers - General,Healthcare
4930,"MultiSensor AI Holdings, Inc.",0.220,17.70M,MSAI,Software - Infrastructure,Technology
4931,Pineapple Financial Inc.,0.677,17.66M,PAPL,Mortgage Finance,Financials
4932,"Lixte Biotechnology Holdings, Inc.",3.090,17.63M,LIXT,Biotechnology,Healthcare
4933,Linkage Global Inc,1.510,17.61M,LGCB,Internet Retail,Consumer Discretionary
4934,"Harte Hanks, Inc.",2.370,17.57M,HHS,Conglomerates,Industrials
4935,"Gyrodyne, LLC",7.99,17.57M,GYRO,Real Estate Services,Real Estate
4936,Greenidge Generation Holdings Inc.,1.110,17.54M,GREE,Capital Markets,Financials
4937,Wintergreen Acquisition Corp.,-,17.53M,WTG,Shell Companies,Financials
4938,Origin Agritech Limited,1.450,17.29M,SEED,Agricultural Inputs,Materials
4939,"Outlook Therapeutics, Inc.",0.208,17.29M,OTLK,Biotechnology,Healthcare
4940,"Natural Alternatives International, Inc.",2.790,17.23M,NAII,Packaged Foods,Consumer Staples
4941,Pasithea Therapeutics Corp.,0.740,17.09M,KTTA,Biotechnology,Healthcare
4942,IRIDEX Corporation,0.990,17.02M,IRIX,Medical Devices,Healthcare
4943,LogProstyle Inc.,0.720,17.01M,LGPS,Conglomerates,Industrials
4944,Inspira Technologies Oxy B.H.N. Ltd.,0.393,17.01M,IINN,Medical Devices,Healthcare
4945,"Scienture Holdings, Inc.",0.417,16.94M,SCNX,Pharmaceutical Retailers,Healthcare
4946,"Allarity Therapeutics, Inc.",1.070,16.92M,ALLR,Biotechnology,Healthcare
4947,mF International Limited,10.19,16.88M,MFI,Software - Application,Technology
4948,Castor Maritime Inc.,1.740,16.81M,CTRM,Marine Shipping,Industrials
4949,"Our Bond, Inc.",1.210,16.77M,OBAI,Software - Infrastructure,Technology
4950,Concord Medical Services Holdings Limited,3.860,16.76M,CCM,Medical Care Facilities,Healthcare
4951,"SPAR Group, Inc.",0.699,16.73M,SGRP,Specialty Business Services,Industrials
4952,REE Automotive Ltd.,0.584,16.72M,REE,Auto Parts,Consumer Discretionary
4953,"Huadi International Group Co., Ltd.",1.165,16.66M,HUDI,Steel,Materials
4954,Huize Holding Limited,1.650,16.65M,HUIZ,Insurance Brokers,Financials
4955,Australian Oilseeds Holdings Limited,0.595,16.60M,COOT,Packaged Foods,Consumer Staples
4956,Zenta Group Company Limited,1.400,16.53M,ZGM,Consulting Services,Industrials
4957,"Ping An Biomedical Co., Ltd.",0.133,16.53M,PASW,Textile Manufacturing,Consumer Discretionary
4958,GigaMedia Limited,1.490,16.47M,GIGM,Electronic Gaming & Multimedia,Communication Services
4959,"Medalist Diversified, Inc.",11.51,16.43M,MDRR,Real Estate Services,Real Estate
4960,authID Inc.,1.220,16.40M,AUID,Software - Infrastructure,Technology
4961,OFA Group,0.475,16.40M,OFAL,Engineering & Construction,Industrials
4962,Regentis Biomaterials Ltd.,3.149,16.31M,RGNT,Other,Healthcare
4963,Bimergen Energy Corporation,2.310,16.24M,BESS,Utilities - Renewable,Utilities
4964,Energys Group Limited,1.130,16.10M,ENGS,Waste Management,Industrials
4965,Skillful Craftsman Education Technology Limited,1.010,16.09M,EDTK,Education & Training Services,Consumer Staples
4966,"Citius Pharmaceuticals, Inc.",0.719,16.09M,CTXR,Biotechnology,Healthcare
4967,"Universal Safety Products, Inc",5.90,16.04M,UUU,Building Products & Equipment,Industrials
4968,"Mynd.ai, Inc.",0.351,16.01M,MYND,Education & Training Services,Consumer Staples
4969,"AEON Biopharma, Inc.",1.160,16.01M,AEON,Biotechnology,Healthcare
4970,"Aeries Technology, Inc",0.310,15.59M,AERT,Consulting Services,Industrials
4971,"SurgePays, Inc.",0.740,15.58M,SURG,Telecom Services,Communication Services
4972,Wetouch Technology Inc.,1.300,15.51M,WETH,Electronic Components,Technology
4973,Ribbon Acquisition Corp.,10.51,15.45M,RIBB,Shell Companies,Financials
4974,Planet Green Holdings Corp.,1.640,15.39M,PLAG,Conglomerates,Industrials
4975,"Intensity Therapeutics, Inc.",6.03,15.32M,INTS,Biotechnology,Healthcare
4976,"MDB Capital Holdings, LLC",2.980,15.31M,MDBH,Capital Markets,Financials
4977,Millennium Group International Holdings Limited,1.360,15.30M,MGIH,Packaging & Containers,Consumer Discretionary
4978,ZeroStack Corp.,6.28,15.26M,ZSTK,Asset Management,Financials
4979,Intelligent Group Limited,9.92,15.24M,INTJ,Consulting Services,Industrials
4980,J and Friends Holdings Limited,0.955,15.14M,JF,Credit Services,Financials
4981,QVC Group Inc.,1.870,15.09M,QVCGA,Internet Retail,Consumer Discretionary
4982,Semilux International Ltd.,0.347,15.04M,SELX,Electronic Components,Technology
4983,"Electro-Sensors, Inc.",4.320,15.04M,ELSE,Scientific & Technical Instruments,Technology
4984,Top Ships Inc.,3.244,15.01M,TOPS,Oil & Gas Midstream,Energy
4985,Gauzy Ltd.,0.800,14.99M,GAUZ,Electronic Components,Technology
4986,"Marwynn Holdings, Inc.",0.741,14.97M,MWYN,"Furnishings, Fixtures & Appliances",Consumer Discretionary
4987,Perpetuals.com Ltd,4.940,14.90M,PDC,Software - Application,Technology
4988,Air Industries Group,3.100,14.80M,AIRI,Aerospace & Defense,Industrials
4989,"Barnwell Industries, Inc.",1.170,14.70M,BRN,Oil & Gas Exploration & Production,Energy
4990,Ambow Education Holding Ltd.,2.000,14.67M,AMBO,Education & Training Services,Consumer Staples
4991,Phio Pharmaceuticals Corp.,1.260,14.64M,PHIO,Biotechnology,Healthcare
4992,Jin Medical International Ltd.,1.870,14.64M,ZJYL,Medical Instruments & Supplies,Healthcare
4993,Toppoint Holdings Inc.,0.743,14.64M,TOPP,Trucking,Industrials
4994,CISO Global Inc.,0.329,14.49M,CISO,Software - Infrastructure,Technology
4995,"Q/C Technologies, Inc.",3.440,14.33M,QCLS,Computer Hardware,Technology
4996,"Cocrystal Pharma, Inc.",1.030,14.20M,COCP,Biotechnology,Healthcare
4997,"Presurance Holdings, Inc.",0.540,14.16M,PRHI,Insurance - Property & Casualty,Financials
4998,"Traws Pharma, Inc.",1.760,14.06M,TRAW,Biotechnology,Healthcare
4999,iQSTEL Inc.,1.500,14.05M,IQST,Telecom Services,Communication Services
5000,J-Long Group Limited,6.66,14.05M,JL,Apparel Manufacturing,Consumer Discretionary
5001,LQR House Inc.,0.987,13.93M,YHC,Beverages - Wineries & Distilleries,Consumer Staples
5002,"IO Biotech, Inc.",0.193,13.89M,IOBT,Biotechnology,Healthcare
5003,"IN8bio, Inc.",1.410,13.88M,INAB,Biotechnology,Healthcare
5004,Swvl Holdings Corp.,1.390,13.85M,SWVL,Railroads,Industrials
5005,Intelligent Protection Management Corp.,1.520,13.81M,IPM,Software - Application,Technology
5006,ChowChow Cloud International Holdings Limited,0.385,13.67M,CHOW,Software - Infrastructure,Technology
5007,Birks Group Inc.,0.696,13.64M,BGI,Luxury Goods,Consumer Discretionary
5008,Synergy CHC Corp.,1.210,13.61M,SNYR,Medical Distribution,Healthcare
5009,Genenta Science S.p.A.,0.710,13.59M,GNTA,Biotechnology,Healthcare
5010,Fenbo Holdings Limited,1.210,13.39M,FEBO,Consumer Electronics,Technology
5011,SAIHEAT Limited,7.01,13.38M,SAIH,Information Technology Services,Technology
5012,STAK Inc.,1.010,13.34M,STAK,Oil & Gas Equipment & Services,Energy
5013,"FibroBiologics, Inc.",0.197,13.29M,FBLG,Biotechnology,Healthcare
5014,"urban-gro, Inc.",17.61,13.24M,UGRO,Farm & Heavy Construction Machinery,Industrials
5015,"Moleculin Biotech, Inc.",2.440,13.02M,MBRX,Biotechnology,Healthcare
5016,Cloudastructure Inc.,0.663,12.98M,CSAI,Software - Infrastructure,Technology
5017,Greenland Technologies Holding Corporation,0.681,12.97M,GTEC,Auto Parts,Consumer Discretionary
5018,"GT Biopharma, Inc.",0.409,12.90M,GTBP,Biotechnology,Healthcare
5019,"Bionano Genomics, Inc.",1.160,12.87M,BNGO,Medical Instruments & Supplies,Healthcare
5020,Zhibao Technology Inc.,0.790,12.83M,ZBAO,Insurance Brokers,Financials
5021,"BioCardia, Inc.",1.170,12.80M,BCDA,Biotechnology,Healthcare
5022,CDT Equity Inc.,7.85,12.79M,CDT,Biotechnology,Healthcare
5023,"TDH Holdings, Inc.",1.220,12.59M,PETZ,Restaurants,Consumer Discretionary
5024,Black Titan Corporation,1.260,12.59M,BTTC,Asset Management,Financials
5025,Good Times Restaurants Inc.,1.188,12.54M,GTIM,Restaurants,Consumer Discretionary
5026,Lantern Pharma Inc.,1.120,12.53M,LTRN,Biotechnology,Healthcare
5027,"Willamette Valley Vineyards, Inc.",2.510,12.50M,WVVI,Beverages - Wineries & Distilleries,Consumer Staples
5028,"Hoth Therapeutics, Inc.",0.806,12.50M,HOTH,Biotechnology,Healthcare
5029,T3 Defense Inc.,0.749,12.47M,DFNS,Shell Companies,Financials
5030,NextPlat Corp,0.473,12.44M,NXPL,Software - Application,Technology
5031,Green Circle Decarbonize Technology Limited,0.964,12.41M,GCDT,Building Products & Equipment,Industrials
5032,Gaxos.ai Inc.,1.200,12.26M,GXAI,Electronic Gaming & Multimedia,Communication Services
5033,"Bonk, Inc.",2.320,12.19M,BNKK,Asset Management,Financials
5034,"Modular Medical, Inc.",0.157,12.19M,MODD,Medical Devices,Healthcare
5035,JBDI Holdings Limited,0.640,12.18M,JBDI,Specialty Retail,Consumer Discretionary
5036,Ming Shing Group Holdings Limited,0.939,12.18M,MSW,Engineering & Construction,Industrials
5037,T Stamp Inc.,2.320,12.17M,IDAI,Software - Application,Technology
5038,"TOMI Environmental Solutions, Inc.",0.600,12.14M,TOMZ,Pollution & Treatment Controls,Industrials
5039,"Kairos Pharma, Ltd.",0.579,12.06M,KAPA,Biotechnology,Healthcare
5040,"Jupiter Neurosciences, Inc.",0.350,12.05M,JUNS,Biotechnology,Healthcare
5041,"Energy Focus, Inc.",1.900,11.98M,EFOI,"Furnishings, Fixtures & Appliances",Consumer Discretionary
5042,Big Tree Cloud Holdings Limited,2.750,11.96M,DSY,Household & Personal Products,Consumer Staples
5043,Check-Cap Ltd.,1.640,11.95M,MBAI,Diagnostics & Research,Healthcare
5044,"OSR Holdings, Inc.",0.465,11.93M,OSRH,Biotechnology,Healthcare
5045,Eastern International Ltd.,0.990,11.90M,ELOG,Integrated Freight & Logistics,Industrials
5046,CytoMed Therapeutics Limited,1.030,11.89M,GDTC,Biotechnology,Healthcare
5047,American Shared Hospital Services,1.814,11.87M,AMS,Medical Care Facilities,Healthcare
5048,"Mannatech, Incorporated",-,11.86M,MTEX,Food Distribution,Consumer Staples
5049,SOLAI Limited,0.724,11.83M,SLAI,Information Technology Services,Technology
5050,"Reborn Coffee, Inc.",1.950,11.65M,REBN,Restaurants,Consumer Discretionary
5051,Armlogi Holding Corp.,0.256,11.62M,BTOC,Integrated Freight & Logistics,Industrials
5052,CCH Holdings Ltd,0.640,11.52M,CCHH,Restaurants,Consumer Discretionary
5053,Marine Petroleum Trust,5.75,11.50M,MARPS,Oil & Gas Midstream,Energy
5054,Maris-Tech Ltd.,1.280,11.49M,MTEK,Electronic Components,Technology
5055,"Cellectar Biosciences, Inc.",2.700,11.45M,CLRB,Biotechnology,Healthcare
5056,"Soligenix, Inc.",1.130,11.40M,SNGX,Biotechnology,Healthcare
5057,Cosmos Health Inc.,0.325,11.35M,COSM,Medical Distribution,Healthcare
5058,Cambium Networks Corporation,0.401,11.33M,CMBM,,
5059,Trinity Biotech plc,0.601,11.25M,TRIB,Medical Devices,Healthcare
5060,Allied Gaming & Entertainment Inc.,0.296,11.25M,AGAE,Entertainment,Communication Services
5061,Elite Express Holding Inc.,0.672,11.23M,ETS,Trucking,Industrials
5062,"The Glimpse Group, Inc.",0.532,11.22M,GGRP,Software - Infrastructure,Technology
5063,"Art's-Way Manufacturing Co., Inc.",2.130,11.03M,ARTW,Farm & Heavy Construction Machinery,Industrials
5064,"Solo Brands, Inc.",4.280,10.97M,SBDS,Internet Retail,Consumer Discretionary
5065,SeaStar Medical Holding Corporation,2.740,10.94M,ICU,Biotechnology,Healthcare
5066,Youxin Technology Ltd,0.970,10.93M,YAAS,Software - Application,Technology
5067,Ebang International Holdings Inc.,1.730,10.87M,EBON,Computer Hardware,Technology
5068,Simpple Ltd.,2.220,10.82M,SPPL,Specialty Industrial Machinery,Industrials
5069,"Aqua Metals, Inc.",3.630,10.81M,AQMS,Waste Management,Industrials
5070,Educational Development Corporation,1.270,10.81M,EDUC,Publishing,Communication Services
5071,"Acurx Pharmaceuticals, Inc.",3.760,10.73M,ACXP,Biotechnology,Healthcare
5072,Nvni Group Limited,1.160,10.70M,NVNI,Software - Application,Technology
5073,"Wellgistics Health, Inc.",0.101,10.69M,WGRX,Pharmaceutical Retailers,Healthcare
5074,"ZK International Group Co., Ltd.",1.610,10.65M,ZKIN,Steel,Materials
5075,Agroz Inc.,0.518,10.58M,AGRZ,Farm Products,Consumer Staples
5076,ICZOOM Group Inc.,0.880,10.54M,IZM,Electronics & Computer Distribution,Technology
5077,Chemomab Therapeutics Ltd.,1.460,10.50M,CMMB,Biotechnology,Healthcare
5078,CL Workshop Group Limited,0.631,10.44M,NWGL,Lumber & Wood Production,Materials
5079,"Bridgeline Digital, Inc.",0.826,10.41M,BLIN,Software - Infrastructure,Technology
5080,"VSee Health, Inc.",0.240,10.38M,VSEE,Health Information Services,Healthcare
5081,"Cadrenal Therapeutics, Inc.",4.990,10.36M,CVKD,Biotechnology,Healthcare
5082,"Vivos Therapeutics, Inc.",1.150,10.34M,VVOS,Medical Devices,Healthcare
5083,BioLineRx Ltd.,2.370,10.31M,BLRX,Biotechnology,Healthcare
5084,WiMi Hologram Cloud Inc.,1.600,10.29M,WIMI,Advertising Agencies,Communication Services
5085,Raytech Holding Limited,3.770,10.27M,RAY,Household & Personal Products,Consumer Staples
5086,Samfine Creation Holdings Group Limited,2.530,10.27M,SFHG,Specialty Business Services,Industrials
5087,BioVie Inc.,1.360,10.26M,BIVI,Biotechnology,Healthcare
5088,HWH International Inc.,1.370,10.24M,HWH,Leisure,Consumer Discretionary
5089,"BT Brands, Inc.",1.660,10.22M,BTBD,Restaurants,Consumer Discretionary
5090,EpicQuest Education Group International Limited,6.98,10.21M,EEIQ,Education & Training Services,Consumer Staples
5091,Avalon Holdings Corporation,2.600,10.14M,AWX,Waste Management,Industrials
5092,NewcelX Ltd.,2.220,10.12M,NCEL,Biotechnology,Healthcare
5093,Autozi Internet Technology (Global) Ltd.,2.220,10.10M,AZI,Auto & Truck Dealerships,Consumer Discretionary
5094,Basel Medical Group Ltd,0.537,10.09M,BMGL,Medical Care Facilities,Healthcare
5095,Worksport Ltd.,1.025,10.06M,WKSP,Auto Parts,Consumer Discretionary
5096,Datasea Inc.,0.960,10.03M,DTSS,Software - Infrastructure,Technology
5097,SemiLEDs Corporation,1.215,9.99M,LEDS,Semiconductors,Technology
5098,"GEN Restaurant Group, Inc.",1.900,9.99M,GENK,Restaurants,Consumer Discretionary
5099,"VerifyMe, Inc.",0.803,9.99M,VRME,Security & Protection Services,Industrials
5100,Lunai Bioworks Inc.,0.413,9.98M,LNAI,Biotechnology,Healthcare
5101,"Banzai International, Inc.",1.070,9.98M,BNZI,Software - Application,Technology
5102,WF Holding Limited,0.395,9.95M,WFF,Specialty Industrial Machinery,Industrials
5103,Wetour Robotics Limited,0.451,9.92M,WETO,Software - Infrastructure,Technology
5104,Cenntro Inc.,0.112,9.86M,CENN,Auto Manufacturers,Consumer Discretionary
